Start,End,ServiceName,Amount,USD
2023-12-01,2023-12-31,APS3-EUW2-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-EUW2-AWS-Out-Bytes,9.5e-09,USD
2023-12-01,2023-12-31,APS3-EUW3-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-EUW3-AWS-Out-Bytes,7.4e-09,USD
2023-12-01,2023-12-31,APS3-ElasticIP:IdleAddress,0.0,USD
2023-12-01,2023-12-31,APS3-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,APS3-ILC1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-ILC1-AWS-Out-Bytes,3e-10,USD
2023-12-01,2023-12-31,APS3-InstanceUsage:db.t2.micro,0.0,USD
2023-12-01,2023-12-31,APS3-InstanceUsage:db.t3.micro,0.0,USD
2023-12-01,2023-12-31,APS3-LCUUsage,0.0,USD
2023-12-01,2023-12-31,APS3-Lambda-GB-Second,0.0,USD
2023-12-01,2023-12-31,APS3-LoadBalancerUsage,-0.0,USD
2023-12-01,2023-12-31,APS3-NatGateway-Bytes,7.5e-09,USD
2023-12-01,2023-12-31,APS3-NatGateway-Hours,0.0,USD
2023-12-01,2023-12-31,APS3-NodeUsage:cache.m5.large,0.0,USD
2023-12-01,2023-12-31,APS3-PER1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-PER1-AWS-Out-Bytes,3e-10,USD
2023-12-01,2023-12-31,APS3-PHL1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-PHL1-AWS-Out-Bytes,9e-10,USD
2023-12-01,2023-12-31,APS3-PublicIPv4:IdleAddress,0.0,USD
2023-12-01,2023-12-31,APS3-PublicIPv4:InUseAddress,0.0,USD
2023-12-01,2023-12-31,APS3-RDS:ChargedBackupUsage,-6e-10,USD
2023-12-01,2023-12-31,APS3-RDS:GP2-Storage,0.0,USD
2023-12-01,2023-12-31,APS3-RDS:SnapshotExportToS3,0.0,USD
2023-12-01,2023-12-31,APS3-ReadCapacityUnit-Hrs,0.0,USD
2023-12-01,2023-12-31,APS3-Recipients-EC2,0.0,USD
2023-12-01,2023-12-31,APS3-Request,0.0,USD
2023-12-01,2023-12-31,APS3-Requests-FIFO-Tier1,0.0,USD
2023-12-01,2023-12-31,APS3-Requests-Tier1,-0.0,USD
2023-12-01,2023-12-31,APS3-Requests-Tier2,-0.0,USD
2023-12-01,2023-12-31,APS3-SAE1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-SAE1-AWS-Out-Bytes,1.14e-08,USD
2023-12-01,2023-12-31,APS3-StateTransition,0.0,USD
2023-12-01,2023-12-31,APS3-TimedStorage-ByteHrs,9.73e-08,USD
2023-12-01,2023-12-31,APS3-UGE1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-UGE1-AWS-Out-Bytes,-2e-10,USD
2023-12-01,2023-12-31,APS3-UGW1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-UGW1-AWS-Out-Bytes,1e-10,USD
2023-12-01,2023-12-31,APS3-USE1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-USE1-AWS-Out-Bytes,-1.7e-08,USD
2023-12-01,2023-12-31,APS3-USE2-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-USE2-AWS-Out-Bytes,-6e-10,USD
2023-12-01,2023-12-31,APS3-USW1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-USW1-AWS-Out-Bytes,5.7e-09,USD
2023-12-01,2023-12-31,APS3-USW2-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-USW2-AWS-Out-Bytes,1.13e-08,USD
2023-12-01,2023-12-31,APS3-VendedLog-Bytes,0.0,USD
2023-12-01,2023-12-31,APS3-VpcEndpoint-Hours,0.0,USD
2023-12-01,2023-12-31,APS3-WriteCapacityUnit-Hrs,0.0,USD
2023-12-01,2023-12-31,AWS-Auto-Steps-Tier1,0.0,USD
2023-12-01,2023-12-31,CA-DataTransfer-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,CA-Requests-Tier1,0.0,USD
2023-12-01,2023-12-31,CAN1-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,DataTransfer-In-Bytes,0.0,USD
2023-12-01,2023-12-31,DataTransfer-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,DataTransfer-Regional-Bytes,0.0,USD
2023-12-01,2023-12-31,EU-DataTransfer-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,EU-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,EU-Requests-Tier1,0.0,USD
2023-12-01,2023-12-31,EU-Requests-Tier2-HTTPS,0.0,USD
2023-12-01,2023-12-31,EUC1-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,EUN1-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,EUW2-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,EUW3-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,ElasticIP:IdleAddress,0.0,USD
2023-12-01,2023-12-31,IN-DataTransfer-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,IN-DataTransfer-Out-OBytes,-1e-10,USD
2023-12-01,2023-12-31,IN-Requests-HTTPS-Proxy,0.0,USD
2023-12-01,2023-12-31,IN-Requests-Tier1,0.0,USD
2023-12-01,2023-12-31,IN-Requests-Tier2-HTTPS,0.0,USD
2023-12-01,2023-12-31,Invalidations,0.0,USD
2023-12-01,2023-12-31,JP-DataTransfer-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,JP-Requests-Tier1,0.0,USD
2023-12-01,2023-12-31,JP-Requests-Tier2-HTTPS,0.0,USD
2023-12-01,2023-12-31,NatGateway-Bytes,-2e-10,USD
2023-12-01,2023-12-31,NatGateway-Hours,0.0,USD
2023-12-01,2023-12-31,Requests-RBP,0.0,USD
2023-12-01,2023-12-31,Requests-Tier1,0.0,USD
2023-12-01,2023-12-31,Requests-Tier2,-0.0,USD
2023-12-01,2023-12-31,SAE1-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,US-DataTransfer-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,US-Requests-Tier1,0.0,USD
2023-12-01,2023-12-31,US-Requests-Tier2-HTTPS,0.0,USD
2023-12-01,2023-12-31,USE1-APIRequest,-0.0,USD
2023-12-01,2023-12-31,USE1-APN1-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE1-APN2-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-APN3-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-APS1-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,USE1-APS1-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE1-APS2-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE1-APS3-AWS-Out-Bytes,7e-10,USD
2023-12-01,2023-12-31,USE1-CAN1-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-Catalog-Request,0.0,USD
2023-12-01,2023-12-31,USE1-CloudFront-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,USE1-CostDataStorage,0.0,USD
2023-12-01,2023-12-31,USE1-EU-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE1-EUC1-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-EUN1-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-EUW2-AWS-In-Bytes,0.0,USD
2023-12-01,2023-12-31,USE1-EUW2-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-EUW3-AWS-Out-Bytes,6e-10,USD
2023-12-01,2023-12-31,USE1-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,USE1-PublicIPv4:IdleAddress,0.0,USD
2023-12-01,2023-12-31,USE1-PublicIPv4:InUseAddress,0.0,USD
2023-12-01,2023-12-31,USE1-SAE1-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE1-USE2-AWS-Out-Bytes,0.0,USD
2023-12-01,2023-12-31,USE1-USW1-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE1-USW2-AWS-Out-Bytes,-8e-10,USD
2023-12-01,2023-12-31,USE2-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,USW1-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,USW2-FreeEventsRecorded,0.0,USD
2023-12-01,2023-12-31,ap-northeast-1-KMS-Requests,0.0,USD
2023-12-01,2023-12-31,ap-south-1-KMS-Keys,-6e-08,USD
2023-12-01,2023-12-31,ap-south-1-KMS-Requests,0.0,USD
2023-12-01,2023-12-31,ap-southeast-1-KMS-Requests,0.0,USD
2023-12-01,2023-12-31,us-east-1-KMS-Requests,0.0,USD
