Start,End,ServiceName,Amount,USD
2023-09-01,2023-10-01,On Demand Instances,942.7876312356,USD
2023-10-01,2023-11-01,On Demand Instances,7.8760284116,USD
2023-11-01,2023-12-01,On Demand Instances,409.0034797685,USD
2023-12-01,2023-12-31,On Demand Instances,48.0614056395,USD
