Start,End,Operation,Amount,USD
2023-12-01,2023-12-31,GetSnapshotBlock,0.148002,USD
2023-12-01,2023-12-31,GetTopicAttributes,0.0,USD
2023-12-01,2023-12-31,HeadBucket,0.0011062291,USD
2023-12-01,2023-12-31,HeadObject,0.00020065,USD
2023-12-01,2023-12-31,Hourly,0.0,USD
2023-12-01,2023-12-31,HourlyStorageMetering,0.0,USD
2023-12-01,2023-12-31,InitiateMultipartUpload,0.0001241,USD
2023-12-01,2023-12-31,InterZone-In,0.343735899,USD
2023-12-01,2023-12-31,InterZone-Out,0.3188994365,USD
2023-12-01,2023-12-31,Invalidations,0.0,USD
2023-12-01,2023-12-31,Invoke,0.0,USD
2023-12-01,2023-12-31,List,0.0,USD
2023-12-01,2023-12-31,ListAliases,0.000396,USD
2023-12-01,2023-12-31,ListAllMyBuckets,0.0021174457,USD
2023-12-01,2023-12-31,ListBucket,0.002534407,USD
2023-12-01,2023-12-31,ListBucketVersions,2e-05,USD
2023-12-01,2023-12-31,ListDashboards,0.0,USD
2023-12-01,2023-12-31,ListDeadLetterSourceQueues,0.0,USD
2023-12-01,2023-12-31,ListKeys,0.0,USD
2023-12-01,2023-12-31,ListMRAPs,2e-05,USD
2023-12-01,2023-12-31,ListQueueTags,0.0,USD
2023-12-01,2023-12-31,ListResourceTags,0.006168,USD
2023-12-01,2023-12-31,ListSecrets,1e-05,USD
2023-12-01,2023-12-31,ListSnapshotBlocks,4.2e-06,USD
2023-12-01,2023-12-31,ListSubscriptions,0.0,USD
2023-12-01,2023-12-31,ListTagsForResource,0.0,USD
2023-12-01,2023-12-31,ListTopics,0.0,USD
2023-12-01,2023-12-31,LoadBalancing,0.0,USD
2023-12-01,2023-12-31,LoadBalancing-PublicIP-In,1.819e-07,USD
2023-12-01,2023-12-31,LoadBalancing-PublicIP-Out,0.0010447238,USD
2023-12-01,2023-12-31,LoadBalancing:Application,-0.0,USD
2023-12-01,2023-12-31,NatGateway,7.3e-09,USD
2023-12-01,2023-12-31,None,0.0003954938,USD
2023-12-01,2023-12-31,Not Applicable,0.0,USD
2023-12-01,2023-12-31,Notification,0.0,USD
2023-12-01,2023-12-31,POST,4.95e-08,USD
2023-12-01,2023-12-31,PreflightRequest,0.0,USD
2023-12-01,2023-12-31,PublicIP-In,0.0371294981,USD
2023-12-01,2023-12-31,PublicIP-Out,0.0111870105,USD
2023-12-01,2023-12-31,Publish,0.0,USD
2023-12-01,2023-12-31,PurgeQueue,0.0,USD
2023-12-01,2023-12-31,PutKeyPolicy,0.0,USD
2023-12-01,2023-12-31,PutLogEvents,0.0,USD
2023-12-01,2023-12-31,PutObject,0.2126878,USD
2023-12-01,2023-12-31,PutSnapshotBlock,0.1237897067,USD
2023-12-01,2023-12-31,ReadACL,0.0110248479,USD
2023-12-01,2023-12-31,ReadAccelerate,4.4e-06,USD
2023-12-01,2023-12-31,ReadAccountPublicAccessBlock,0.0002072,USD
2023-12-01,2023-12-31,ReadBucketCors,6.16e-05,USD
2023-12-01,2023-12-31,ReadBucketIntelligentTiering,4.4e-06,USD
2023-12-01,2023-12-31,ReadBucketLifecycle,0.00015296,USD
2023-12-01,2023-12-31,ReadBucketObjectLockConfig,9.536e-05,USD
2023-12-01,2023-12-31,ReadBucketOwnershipControls,0.00012302,USD
2023-12-01,2023-12-31,ReadBucketPolicy,5.6e-06,USD
2023-12-01,2023-12-31,ReadBucketPolicyStatus,0.0007380443,USD
2023-12-01,2023-12-31,ReadBucketPublicAccessBlock,0.000767079,USD
2023-12-01,2023-12-31,ReadBucketReplication,0.0,USD
2023-12-01,2023-12-31,ReadBucketServerSideEncryption,6.601e-05,USD
2023-12-01,2023-12-31,ReadBucketWebsite,6e-06,USD
2023-12-01,2023-12-31,ReadCostAllocation,5.97e-06,USD
2023-12-01,2023-12-31,ReadLocation,0.0027000432,USD
2023-12-01,2023-12-31,ReadLogProps,5.46846e-05,USD
2023-12-01,2023-12-31,ReadNotificationProps,4.4e-06,USD
2023-12-01,2023-12-31,ReadObjectTagging,1e-05,USD
2023-12-01,2023-12-31,ReadRequestPaymentProps,4.24e-05,USD
2023-12-01,2023-12-31,ReadVersioningProps,0.0001582005,USD
2023-12-01,2023-12-31,Receive,0.0,USD
2023-12-01,2023-12-31,Request,0.0,USD
2023-12-01,2023-12-31,RunInstances,0.0023356134,USD
2023-12-01,2023-12-31,ScheduleKeyDeletion,1.8e-05,USD
2023-12-01,2023-12-31,SelectObjectContent,3.1694e-06,USD
2023-12-01,2023-12-31,Send,3e-10,USD
2023-12-01,2023-12-31,SendRawEmail,0.0,USD
2023-12-01,2023-12-31,SetTopicAttributes,0.0,USD
2023-12-01,2023-12-31,StandardStorage,1.2166252818,USD
2023-12-01,2023-12-31,Storage,0.0,USD
2023-12-01,2023-12-31,Subscribe,0.0,USD
2023-12-01,2023-12-31,SubscriptionConfirmation,0.0,USD
2023-12-01,2023-12-31,T3ACPUCredits,0.0,USD
2023-12-01,2023-12-31,T3CPUCredits,0.0,USD
2023-12-01,2023-12-31,Task,0.0,USD
2023-12-01,2023-12-31,Unknown,1.1765458085,USD
2023-12-01,2023-12-31,UnknownAction,0.0,USD
2023-12-01,2023-12-31,UpdateKeyDescription,0.0,USD
2023-12-01,2023-12-31,UploadPart,0.0025579,USD
2023-12-01,2023-12-31,Usage,48.06140541,USD
2023-12-01,2023-12-31,VpcEndpoint,0.0,USD
2023-12-01,2023-12-31,Wait,0.0,USD
2023-12-01,2023-12-31,WebsiteGetObject,0.0002156,USD
2023-12-01,2023-12-31,WriteBucketCors,2e-05,USD
2023-12-01,2023-12-31,WriteBucketOwnershipControls,5e-06,USD
2023-12-01,2023-12-31,WriteBucketPolicy,0.000245,USD
2023-12-01,2023-12-31,WriteBucketPublicAccessBlock,1e-05,USD
2023-12-01,2023-12-31,WriteBucketServerSideEncryption,2.47e-05,USD
2023-12-01,2023-12-31,WriteBucketWebsite,1e-05,USD
2023-12-01,2023-12-31,WriteCostAllocation,2.97e-05,USD
2023-12-01,2023-12-31,WriteVersioningProps,1.5e-05,USD
